phrase,label,source
"Scorpion River Catacombs: In the big hall with the set of eyes that inflict deathblight upon you, there is a ledge on the right side which lets you cross to the other side. Run across the ledge while hugging the wall and then go inside the opening behind the set of eyes. You can find the incantation in the room directly in front of you.",,eldenring
Calls down lightning to charge body with electricity,,eldenring
"In the Fog Rift Catacombs after the second lift down. Past the stake of Marika. In the room with the giant spike ceiling. In the second alcove on the left is a drop down take it. Take a left, when you're in the room take another left through the short hallway there's two mages and the electrocharge spell on a corpse",,eldenring
Dragonbolt of Florissax,,eldenring
Calls down red lightning to bolster self and nearby allies,,eldenring
Rewarded by Dragon Priestess after defeating Bayle. Requires giving her the Thiollier's Concoction.,,eldenring
Releases a procession of golden arcs with a swing of the arm,,eldenring
"Head southeast of Moorth Ruins. From the Shattered Stone Talisman chest, drop down to the nearest platform and continue descending until you reach the ground where three Inquisitors are situated. Defeat them and enter the small building nearby to find this item inside a chest. [ Map Link ]",,eldenring
Giant Golden Arc,,eldenring
Releases a giant golden arc with a swing of the arm,,eldenring
Obtained by looting a chest in the Ruins of Unte. The chest is inside a building in a flower area that is only accessible after using a Hefty Furnace Pot and throwing it at the head of the deactivated Furnace Golem that blocks the entrance so that it moves away. [ Elden Ring Map ],,eldenring
Summons a spiral of light that erupts at the enemy's feet,,eldenring
"Past the impenetrable thorns at the end of Belurat, Tower Settlement. It would be on a small altar that is directly in front of statue. [ Map Link ]",,eldenring
Summons a guardian spirit above the caster's head,,eldenring
"Given by Hornsent Grandam after defeating the Divine Beast Dancing Lion. Talk to her twice with the Divine Beast Head equipped, to receive this incantation.",,eldenring
Divine Bird Feathers,,eldenring
Spreads arms like wings and releases a flurry of feathers,,eldenring
Ancient Ruins of Rauh. Can be found the corpse in the middle of the lake. Go past the gazebo and look at the corpse in the middle of the water. Go towards it and then pick up the Divine Bird Feathers. [ See Shadow of the Erdtree Map ] [ Video Link ],,eldenring
Divine Beast Tornado,,eldenring
Summons a storm that launches a tornado forward,,eldenring
The Divine Beast Dancing Lion northeast from the Temple Town Ruins Site of Grace drops this incantation upon defeat. [See Shadow of the Erdtree Map],,eldenring
Launches a flame with a serpentine coil,,eldenring
"Shadow Keep: From the Storehouse site of grace, find the ladder and climb it up, pass the enemies, and move forward until you reach the balcony. You will find the item there. [ Map Link ]",,eldenring
Rain of Fire,,eldenring
Pelts foe with rain of fire from above,,eldenring
"From the West Rampart Site of Grace, take the bridge all the way. Use Torrent to avoid being trapped in the Rain of Fire. Defeat the Fire Knight at the end to obtain this and Salza's Hood. [ Map Link ]",,eldenring
Shapes Messmer's flame into a giant orb that soars at foe,,eldenring
Can be selected as one of the possible rewards when trading Remembrance of the Impaler with Enia at the Roundtable Hold.,,eldenring
Roar of Rugalea,,eldenring
Channels great red bear to emit a furious roar,,eldenring
"Dropped by a large bear northwest of the Ravine North Site of Grace, in the wooded area where there are many large bears. [ See Shadow of the Erdtree Map ]",,eldenring
Furious Blade of Ansbach,,eldenring
Cleaves through enemies with bloodflame blade summoned from side of the hand,,eldenring
"Complete Sir Ansbach's questline all the way through the end, and side with him when facing Leda, and then Promised Consort Radahn / Radahn, Consort of Miquella. After the fight is over, Sir Ansbach's body will be near the site of grace, alongside with his equipment and this Incantation. [ Map Link ]",,eldenring
Secrete sticky threads and twist them into two frontward flying spears,,eldenring
Servants of Rot,,eldenring
"From the Church of the Bud, Main Enterance grace, go North back into the cave and down the stairs, then take a right or left (it doesn't matter) and head behind the stairs, the incantation will be directly behind, guarded by one enemy. [ Map Link ] [ Video Link ]",,eldenring
Summons countless butterflies to scatter rot,,eldenring
Can be selected as one of the possible rewards when trading Remembrance of the Saint of the Bud with Enia at the Roundtable Hold.,,eldenring
Midra's Flame of Frenzy,,eldenring
Summons Lord of Frenzied Flame's head to spew frenzied flame,,eldenring
Can be selected as one of the possible rewards when trading Remembrance of the Lord of Frenzied Flame with Enia at the Roundtable Hold.,,eldenring
Spews ghostflame breath from above,,eldenring
3x Dragon Heart can be used at the Grand Altar of Dragon Communion to trade for this spell. [ See Shadow of the Erdtree Map ],,eldenring
Channels dread dragon to roar with a heatwave blast,,eldenring
Heart of Bayle can be used to at the Grand Altar of Dragon Communion to trade for Bayle's Flame Lightning or Bayle's Tyranny. [ See Shadow of the Erdtree Map ],,eldenring
Bayle's Flame Lightning,,eldenring
Channels dread dragon to strike with flame-lightning-infused talon bone,,eldenring
Nullifies falling damage.,,demonssouls
"Can be found at Swamp of Sorrow 5 - 2, to the left of the first fog gate, patrolled by the Cleaver wielding Black Phantom. Can be bought from Patches, the Hyena in The Nexus for 40000 souls.",,demonssouls
Clever Rat's Ring,,demonssouls
"When HP is below 30%, increases attack power by 50%.",,demonssouls
"Can be found at the Prison of Hope 3 - 1, middle of ballista hallway.",,demonssouls
Increases your Max HP in Soul Form by 40%.,,demonssouls
"Can be found at the Gates of Boletaria 1 - 1, in the middle of two portcullises at bottom of tower stairwell past the fog gate near the Blue Eye Knight at the top of the wall.",,demonssouls
Dull Rat's Ring,,demonssouls
"When HP is below 30%, increases defense by 50%.",,demonssouls
Can be acquired by rescuing Lord Rydell at the Prison of Hope 3 - 1.,,demonssouls
Eternal Warrior's Ring,,demonssouls
Increases stamina regeneration speed.,,demonssouls
"Dropped by Old King Doran, at the Boletarian Mausoleum in Gates of Boletaria 1 -1",,demonssouls
Increases all damage by 20% as Black Phantom.,,demonssouls
"Can be acquired as a reward from Mephistopheles for killing Yuria, the Witch.",,demonssouls
Recovers MP over time at 1mp/4secs.,,demonssouls
"Can be found at the Upper Latria 3 - 2, swamp area Treasure Trade a Brass Telescope with Sparkly the Crow Can be bought from Patches, the Hyena for 60000 souls Royalty class starts with this item equipped.",,demonssouls
Increases all damage by 20% as Blue Phantom.,,demonssouls
"Can be acquired by speaking with the Monumental, when your Character Tendency is Pure White.",,demonssouls
Becomes harder for Black Phantoms to detect.,,demonssouls
"Can be found at the Island's Edge 4 - 2, after going through the second fog gate, go up the stairs and follow the ledge around to the beam that leads into a small ledge on the opposite side. Dropped by Graverobber Blige.",,demonssouls
"Increases Sweet Spot damage by 15%, decreases damage for all other attacks.",,demonssouls
"Dropped by Body Form Executioner Miralda, at the Gates of Boletaria 1 - 1. In the room where you face Dragon God, behind the second ballista, the one on the left. You have to follow the narrow walkway on the right. At the end you will find it on a lootable corpse.",,demonssouls
Recovers HP over time at 4hp/sec.,,demonssouls
"Can be found at the Island's Edge 4 - 1, along the cliff path on the other side of the tower where you get Copper Key. Roll over the broken down tower walls above it should be, near where the two archers were. Can be found at the Swamp of Sorrow 5 - 2, hug the wall as you first enter the poison swamp, past the Mirdan Hammer, in the alcove Trade the Jade Hair Ornament with Sparkly the Crow at Island's Edge 4 - 1.",,demonssouls
Ring of Avarice,,demonssouls
20% More soul points from enemies.,,demonssouls
"Can be bought from Once Royal Mistress in the Prison of Hope 3 - 1, for 50000 souls Can be found at the Upper Latria 3 - 2, Below the boss tower after the heart is dropped",,demonssouls
Ring of Devout Prayer,,demonssouls
+1 miracle slot.,,demonssouls
"Trade Large Sword of Moonlight with Sparkly the Crow, at Island's Edge 4 - 2. Trade Vinland Crest with Selen Vinland at the Swamp of Sorrow 5 - 2. Dropped by Saint Urbain.",,demonssouls
Plague Resistance Ring,,demonssouls
Multiplies base disease resistance by 4.,,demonssouls
"Can be found at The Tunnel City 2 - 2. From the archstone. go right along the tunnel. Once you reach the end, turn right, go through the narrow passage. You will have to start dropping from scaffolding to scaffolding. On the third one, on your left side, you will find it on a lootable corpse. Can be found at the Upper Latria 3 - 2, in the swamp near the location of the Primeval Demon",,demonssouls
Flame Resistance Ring,,demonssouls
Add 40 points to Fire Resistance.,,demonssouls
"Can be found near the outdoor dragon nest at the Gates of Boletaria 1 - 1 Can be acquired as a gift from Patches, the Hyena if you manage to disable his trap in The Tunnel City 2 - 2.",,demonssouls
Gash Resistance Ring,,demonssouls
Multiplies base bleeding resistance by 4.,,demonssouls
"Can be found on a corpse in the tunnel under the bridge at The Lord's Path 1 - 2. Can be found in The Ritual Path 4 - 2, speak with Patches, the Hyena after rescuing Saint Urbain.",,demonssouls
Ring of Great Strength,,demonssouls
Increases equipment weight capacity by 50%.,,demonssouls
"At the Gates of Boletaria 1 - 1, under the dragon tail in the dragon nest area. Dropped by Biorr, of the Twin Fangs.",,demonssouls
Ring of Herculean Strength,,demonssouls
Raises item carry capacity.,,demonssouls
Can be acquired by giving Jade Hair Ornament to Stockpile Thomas Can be acquired by killing Stockpile Thomas.,,demonssouls
Ring Of Magical Dullness,,demonssouls
"Increases magic defense by 20%, while decreasing magic attack power by 40%.",,demonssouls
"Can be found at the Depraved Chasm 5 - 1, on one of the roofs near the first Fog Gate. Trade Phosphorescent Pole with Sparkly the Crow, at Island's Edge 4 - 1",,demonssouls
Ring Of Magical Nature,,demonssouls
Provides one more Magic slot.,,demonssouls
"Can be found at the Inner Ward 1 - 3, in the Tower where Yuria, the Witch is held.",,demonssouls
Ring Of Magical Sharpness,,demonssouls
"Increases magic attack by 20%, while decreasing magic defence power by 40%.",,demonssouls
"Can be found at the Prison of Hope 3 - 1, on the 4th floor, in the room with four iron maidens before you go down the stairs.",,demonssouls
Ring of Poison Resistance,,demonssouls
Multiplies base poison resistance by 4.,,demonssouls
"Can be found at the Gates of Boletaria 1 - 1, in the area near Executioner Miralda, on the stairs. Can be found at the Smithing Grounds 2 - 1, hidden area in the lava pit that becomes water logged.",,demonssouls
Ring of Sincere Prayer,,demonssouls
Increases miracle power by 50%. Increases miracle casting time by 10%.,,demonssouls
Can be acquired by killing Maiden Astraea at Sanctuary of the Lost 5 - 4.,,demonssouls
Ring of the Accursed,,demonssouls
Wielder becomes enemies' top attack priority.,,demonssouls
"Can be found at the Inner Ward 1 - 3, the tower where a Yuria, the Witch is held Dropped by Mephistopheles",,demonssouls
Reduces the rate of weapon attrition,,demonssouls
"Can be found at The Tunnel City, Dropped by Scirvir, the Wanderer Can be found in the Slug cave area at The Ritual Path 4 - 2.",,demonssouls
Becomes harder for enemies to detect,,demonssouls
"Can be found in a platform behind Ostrava, of Boletaria at the Boletarian Palace.",,demonssouls
Ring of Longevity,,demonssouls
Increases max HP by 5%.,,demonssouls
"Stockpile Thomas upon starting a new character in the Deluxe Edition. Trade Pure Bladestone with Sparkly the Crow, at Island's Edge 4 - 1.",,demonssouls
Raises item discovery.,,demonssouls
"Stockpile Thomas upon starting a new character in the Deluxe Edition. Starting gift for new characters. Trade Large Sword of Searching with Sparkly the Crow, at Island's Edge 4 - 1.",,demonssouls
Higher mobility in deep water.,,demonssouls
Behind a pillar near Prisoner Horde in the depths of Upper Latria 3 - 2. Requires Pure Black World Tendency.,,demonssouls
Ring of Uneven Scales,,demonssouls
"Raises maximum item burden, but lowers maximum equip burden.",,demonssouls
"Trade Gold Coin with Sparkly the Crow, at Island's Edge 4 - 1.",,demonssouls
Anti-air Deathblow Text,,sekiro
"Compendium on the shinobi Martial Art, 'Anti-air Deathblow'.",,sekiro
Unlocks the Anti-Air Deathblow Skill.,,sekiro
Dried aromatic wood from the Everblossom.,,sekiro
An incense ingredient sought by the Divine Heir for Immortal Severance.,,sekiro
"One who seek purification may impart the dragon tears and these flowers to the Divine Heir of the Dragon's Heritage, thus severing the shackles that bind the immortal bearer of Dragon's Blood.",,sekiro
Used in the Purification Ending.,,sekiro
Ashina Esoteric Text,,sekiro
A compendium of the Ashina Sword Style that allows one to learn 'Ashina Style' skills,,sekiro
Unlocks the Ashina Arts - Skill Tree,,sekiro
A bottle of Ashina sake given by Emma,,sekiro
"Can be given to The Sculptor, Lady Emma or Isshin.",,sekiro
An old text describing a black Mortal Blade.,,sekiro
A lore reference of the Black Blade.,,sekiro
Dancing dragon mask,,sekiro
A key item gained by collecting all three mask fragments,,sekiro
Allows the player to convert skill points into Attack Power,,sekiro
Divine Dragon's Tears,,sekiro
Gracious gift of tears can only be granted by the Mortal Blade,,sekiro
Tears received from the Divine Dragon.,,sekiro
An old note left by the surgeon Dosaku.,,sekiro
Found in the room behind Doujun.,,sekiro
Dragon's Tally Board,,sekiro
A tally board carved from a large piece of jade,,sekiro
Increases the stocks that can be purchased in merchants' shops.,,sekiro
Dragonrot Blood Sample,,sekiro
Blood sample of a Dragonrot victim. Contains stagnated blood.,,sekiro
To be given to Emma to create a cure for Dragonrot.,,sekiro
"A bottle of crystal-clear sake. Sake is a drink meant for sharing. A top-shelf sake brewed by the Ashina brew master with water from the Dragonspring. The pure water extracts every last bit of flavor from Ashina's finest rice. There are no words that can do the flavor justice. To understand, one must taste it for themselves.",,sekiro
Dried Serpent Viscera,,sekiro
"A dried, persimmon-like heart of a Great Serpent",,sekiro
Used in the Dragon's Homecoming Ending.,,sekiro
Eighth Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. Lone Shadows are the Interior Ministry's most trusted agents. Each of leader Masatsuna Oribe's seventeen born has a specialty, from poison to shinobi hounds.",,sekiro
Increases maximum Vitality and Posture,,sekiro
Father's Bell Charm,,sekiro
A bell charm previously owned by the owl.,,sekiro
Used to return to Hirata Estate a second time.,,sekiro
Fifth Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. The gun fort Sunken Valley is command by the Snake Eyes, an elite force of women able to pierce distant targets with might flint cannons and phenomenal vision.",,sekiro
Final Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. Increases maximum Vitality and Posture. A prayer bead necklace befits the strong. The Seven Spears of Ashina were pivotal in Isshin's coup. He awarded the lance to none but his most loyal samurai. Yet now, only a few of the Seven remain.",,sekiro
First Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. The ferocity of Ashina's army is renowned throughout then nation. Its generals are especially talented, every one of them accomplished in the Ashina sword style.",,sekiro
Flame Barrel Memo,,sekiro
"A tattered note written by Anayama. Seems to be from some years ago. 'Lucrative info #36 When we broke into the Hirata Estate, we found a barrel that spewed flame. The boys lit a roaring bonfire with it and made merry with the drink. Must have been a shinobi's tool.'",,sekiro
Hints as to where to find the Flame Vent shinobi tool.,,sekiro
Floating Passage Text,,sekiro
A compendium on the Floating Passage Combat Art that can be learned upon acquisition.,,sekiro
Unlocks a Combat Art,,sekiro
Fourth Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. Only those who have master the Ashina blade may set foot inside the castle dojo. Isshin will often stop by unannounced, just to keep the students on their toes.",,sekiro
Fragrant Flower Note,,sekiro
"A note from Kuro, written by Takeru, former Heir of the Dragon's Heritage.",,sekiro
A lore note.,,sekiro
A note written by Tomoe.,,sekiro
Fresh Serpent Viscera,,sekiro
The persimmon-like heart of a Great Serpent,,sekiro
Tears that were shed by the Divine Child of Rejuvenation once she became the cradle. They are but frozen drops.,,sekiro
"By having Kuro drink both the Dragon Tears and Frozen Tears, the Cradling ritual can be performed.",,sekiro
A key to a samurai gatehouse located in the Ashina Reservoir,,sekiro
Unlocks the Samurai Gatehouse in the Ashina Reservoir,,sekiro
Seed from which healing waters continuously spring forth,,sekiro
Can be given to Emma to increase the maximum uses of the Healing Gourd,,sekiro
Great White Whisker,,sekiro
A priceless white whisker taken from the Great Colored Carp.,,sekiro
Used to free the Fish NPC from the Carp in Fountainhead Palace.,,sekiro
Gun Fort Shrine Key,,sekiro
A key to a shrine deep within the gun fort,,sekiro
Unlocks the shrine within the gun fort,,sekiro
Herb Catalogue Scrap,,sekiro
"A page torn from the Ashina Herb Catalogue, a compendium of flowers and herbs.",,sekiro
A lore reference depicted where to get Snap Seed.,,sekiro
Hidden Temple Key,,sekiro
A key to the Hidden Temple in the Hirata Estate,,sekiro
Unlocks the Hidden Temple in Hirata Estates,,sekiro
Holy Chapter: Dragon's Return,,sekiro
A passage describing a journey to enlightenment.,,sekiro
Holy Chapter: Infested,,sekiro
Immortal Severance Scrap,,sekiro
Part of the Book of Immortal Severance left behind by Takeru.,,sekiro
Immortal Severance Text,,sekiro
A book from Kuro on the art of severing ties with the Dragon's Heritage.,,sekiro
A note by Isshin in the watch tower.,,sekiro
"Charm received from Kuro. Placed on the Wolf's person in secret, after he lost his life in Hirata Estate and gained the power of Resurrection. The charm has protected the Wolf well, tempering his ordeals. To part with it would mean facing a path of hardship beyond that endured thus far.",,sekiro
"A katana given by Kuro, the Divine Heir",,sekiro
The Wolf's primary weapon.,,sekiro
Lotus of the Palace,,sekiro
A white lotus flower blooming in the depths of the Sunken Valley.,,sekiro
Mask Fragment: Dragon,,sekiro
A fragment of an old dancer's mask,,sekiro
Combine with Mask Fragment: Left and Mask Fragment: Right,,sekiro
Mask Fragment: Left,,sekiro
Combine with Mask Fragment: Right and Mask Fragment: Dragon,,sekiro
Mask Fragment: Right,,sekiro
Combine with Mask Fragment: Left and Mask Fragment: Dragon,,sekiro
Memory: Corrupted Monk,,sekiro
The battle memory of an extraordinary foe.,,sekiro
Commune with a Sculptor's Idol and confront memories of battle to permanently increase attack power.,,sekiro
Memory: Divine Dragon,,sekiro
Memory: Foster Father,,sekiro
Memory: Great Shinobi,,sekiro
Memory: Guardian Ape,,sekiro
Memory: Gyoubu Oniwa,,sekiro
Memory: Hatred Demon,,sekiro
Memory: Headless Ape,,sekiro
Memory: Isshin Ashina,,sekiro
Memory: Lady Butterfly,,sekiro
Memory: Saint Isshin,,sekiro
Memory: Screen Monkeys,,sekiro
Memory: True Monk,,sekiro
Alcohol created by dew pooled in a hollow tree,,sekiro
An odachi capable of slaying the undying,,sekiro
Used to defeat some Immortal Bosses.,,sekiro
Mushin Esoteric Text,,sekiro
A book given by Tengu containing the Mushin Arts.,,sekiro
Unlocks the Mushin Arts - Skill Tree,,sekiro
Nightjar Beacon Memo,,sekiro
A note on smoke signals used by Ashina shinobi.,,sekiro
Explains how to get to the top of Ashina Castle.,,sekiro
Ninth Prayer Necklace,,sekiro
"Robert's father came from afar across seas to the south, in search of the Undying. Repelling a thousand blades was a small price for the blessing of rejuvenation...",,sekiro
Okami's Ancient Text,,sekiro
An old note left by the Okami clan.,,sekiro
A letter thrown into a well.,,sekiro
A key item obtained during the game's prologue,,sekiro
An old diary entry written by Takeru's page.,,sekiro
A lore note,,sekiro
A loose prayer bead.,,sekiro
Used at any Sculptors Idol to increase maximum Vitality and Posture,,sekiro
A slimy bait resembling horns,,sekiro
Used to feed the Great Carp,,sekiro
Prosthetic Esoteric Text,,sekiro
A book of secrets that grants the ability to learn 'Prosthetic Style' skills,,sekiro
Unlocks the Prosthetic Arts Skill Tree,,sekiro
A description of 'rats' that have snuck into Ashina,,sekiro
Provides location of dwarf Shinobi ('Rats'),,sekiro
"The charm contains a Dragonrot victim's blood, which Emma managed to purify and solidify into a bloodstone.",,sekiro
Offered with a Dragon's Blood Droplet at a Sculptor's Idol to restore all afflicted with Dragonrot back to health.,,sekiro
Red Carp Eyes,,sekiro
"A carp that lived in the Mibu Village Pond. It has two red eyes. Carp with only eyes that are red cannot become 'masters'. Though they're considered incomplete creatures that lack the ideal number of scales, their eyes are said to be everlasting. The researcher Dojun in the Abandoned Dungeon wants these eyes to improve his 'procedure'.",,sekiro
Used in Doujun's quest line.,,sekiro
Red and White Pinwheel,,sekiro
A small pinwheel made from red and white paper,,sekiro
Given to Kotaro to complete his quest. Kotaro can then be recruited to upgrade Anayama the Peddler's shop.,,sekiro
Remnant: Corrupted Monk,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Corrupt Monk donned the mask of a fierce guardian deity. Her form was nebulous, appearing as if in a dream. What reason could there have been for guarding the Mibu Village cave entrance.",,sekiro
Increase attack power.,,sekiro
Remnant: Divine Dragon,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Divine Dragon of the Everblossom came from the west long ago, eventually making its way to this land. Some parts of Ashina are exceedingly old. Water coursing through her ancient rocks and soil allowed the Dragon to take root.",,sekiro
Remnant: Foster Father,,sekiro
"Owl took in the hungry cub on a whim and raised him as a shinobi. The process was so engrossing that he hoped they might enjoy a true battle to the death some day. He got his wish, if only in an old memory.",,sekiro
Remnant: Hatred Demon,,sekiro
"A man who failed to become Shura instead become a vessel for the flames of hatred. As fate would have it, he was bound stubbornly to this world. It wasn't until he became a demon that he was finally able to depart for the next.",,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. Born a peasant, Genichiro Ashina was taken in by the Ashina after his mother's death. With his country on the brink of defeat, Genichiro took to the heretical arts and master the Lightning of Tomoe. Such heresy may be the key to saving her.",,sekiro
Remnant: Great Shinobi,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Great Shinobi Owl's unbridled ambition was to obtain the power of the Dragon's Heritage. Now is the time to let one's true name ring out across all of Japan. It was all for the sake of ambition.",,sekiro
Remnant: Guardian Ape,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. They say that an infested body is the mark of the undying, but such a long life would surely be quite lonesome for even an ape. Perhaps the echoing roar of the Guardian Ape was in fact a solicitation of sorts.",,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. Gyoubu Oniwa once led a group of infamous bandits, but was defeated by Isshin, who was so captivated by his show of strength that he took him in as an Ashina warrior. Oniwa would later go on to become Genichiro Ashina's most trusted retainer.",,sekiro
Remnant: Headless Ape,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. At one time the Guardian Ape shared its den with a mate. Be he alone became infested, while others passed away. Now, even the flowers offered in tribute to her passing have withered to dust.",,sekiro
Remnant: Isshin Ashina,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. Isshin Ashina was a true master of the sword; no less so in his vale of years.",,sekiro
Remnant: Lady Butterfly,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Phantom Lady Butterfly was appointed by the Wolf's foster father as one of his mentors in the shinobi techniques. These mentors employed strict methods. The cultivation of shinobi techniques can only be achieved in the midst of battle.",,sekiro
Remnant: Saint Isshin,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. One who returns from the great beyond does so at the peak of their prosperity. Isshin coveted strength and all manner of techniques throughout his mortal struggle. He wished for war until his final hour, and that is precisely what he got.",,sekiro
Remnant: Screen Monkeys,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Halls of Illusion lie on the threshold betwixt life and death. Departed souls of the Divine Children drift and savvy, taking shelter in the monkeys of the temple. Such is why the Divine Child of Rejuvenation speaks of them as friends.",,sekiro
Remnant: True Monk,,sekiro
"The battle memory of an extraordinary foe. Although distant, recollection of such a memory provided sustenance for the Wolf. The Corrupted Monk was among the infested, standing over the Fountainhead Palace. Indeed, immortality would seem fitting quality for eternal watcher of the palace. Her true name was Priestess Yao.",,sekiro
Rice for Kuro,,sekiro
Intended to be a gift for Kuro.,,sekiro
Part of the Dragon's Homecoming Ending.,,sekiro
Rot Essence: Black Hat,,sekiro
The coughing and wheezing comes from a man who wants nothing more than to return to an abandoned place.,,sekiro
Reduces one's chances of receiving Unseen Aid,,sekiro
Rot Essence: Charmed One,,sekiro
The coughing and wheezing sounds of a man who is enamored with a beautiful melody.,,sekiro
Rot Essence: Crow Mob,,sekiro
The coughing and wheezing sounds of a man who takes great pride in memorializing the dead. He holds service somewhere in Ashina Outskirts.,,sekiro
Rot Essence: Faithful One,,sekiro
The coughing and wheezing sounds of an old woman of great faith. Keeping one's faith even when driven mad allows one to see certain things. Thank heavens...,,sekiro
Rot Essence: Info Broker,,sekiro
"The coughing and wheezing sounds of a man who makes his living dealing in information, yet cannot remove himself from compassion.",,sekiro
Rot Essence: Jail Mob,,sekiro
"The man who coughs seems to be one who frequently sees those gruesomely abandoned. Even so, he continues to make offerings to the dead.",,sekiro
Rot Essence: Lost Child,,sekiro
The coughing and wheezing sounds of one who seems to be a lost child in a large body.,,sekiro
Rot Essence: Pious Mob,,sekiro
"The coughing and wheezing sounds of a man who holds memorials for the dead, in a place where Buddha has been forgotten.",,sekiro
Rot Essence: Newcomer,,sekiro
"The coughing and wheezing comes from one who travels frequently, looking to expand his business.",,sekiro
Rot Essence: Sculptor,,sekiro
The man who coughs zealously sculpts statues of Buddha to avoid being consumed by the building flames.,,sekiro
Rot Essence: Surgeons,,sekiro
The coughing and wheezing are coming from a deeply troubled pair of researchers who are nonetheless tireless in their work.,,sekiro
Rot Essence: Thirsty One,,sekiro
The coughing and wheezing sounds of a man who is both frightened and thirsty.,,sekiro
Rot Essence: Wartorn Mob,,sekiro
"The coughing and wheezing sounds of one who is near death. The man who coughs has witnessed endless battles, making offerings to the dead in the battlefield outside Ashina Castle Gate.",,sekiro
Rot Essence: Toxic Mob,,sekiro
"He who coughs finds himself near poisonous pools, He works to make offerings to those Buddha cannot save.",,sekiro
Reduces one's chances of receiving Unseen Aid.,,sekiro
Rot Essence: Drunk Mob,,sekiro
"The coughing and wheezing sounds of a drunk who has forgotten the sincerity of offerings, yet offers them regardless.",,sekiro
Rot Essence: Fine Son,,sekiro
The coughing and wheezing sounds of a man thinking only of his sick mother.,,sekiro
Rot Essence: Timid Maid,,sekiro
The coughing and wheezing sounds of an old woman deeply worried about her beloved master.,,sekiro
Rotting Prisoner's Note,,sekiro
A note left by a dead and rotting man in the Abandoned Dungeon.,,sekiro
A memo detailing the whereabouts of a Kodachi short sword known as Sabimaru.,,sekiro
Hints as to where the Sabimaru Prosthetic tool can be found.,,sekiro
A pink-colored crystal created when an Oathbound breaks their connection with a Divine Heir.,,sekiro
Increases Resurrective Power to allow an additional resurrection.,,sekiro
Second Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. In Ashina, there is a towering pink ogre of a man, said to have gone red-eyed and run amok before he was long shut away in a forsaken dungeon...",,sekiro
Secret Passage Key,,sekiro
The key to the secret passage that leads out of Ashina Castle.,,sekiro
Unlocks the secret passage located at the end of the moat in the Ashina Reservoir.,,sekiro
Senpou Esoteric Text,,sekiro
A book of secrets that grants the ability to learn 'Senpou Style' skills,,sekiro
Unlocks the Temple Arts - Skill Tree,,sekiro
Seventh Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. An unrivaled sumo wrestler once served a great feudal lord. Dismissed after giving to drink, he fell to a life of brigandry. And so he was dubbed Juzou the Drunkard.",,sekiro
A stone found on an altar deep within the village of the water-dwellers.,,sekiro
Shinobi Esoteric Text,,sekiro
A book of secrets that grants the ability to learn 'Shinobi Style' skills,,sekiro
Unlocks the Shinobi Arts - Skill Tree,,sekiro
"The artificial arm of a Shinobi, passed down by the Sculptor.",,sekiro
The Wolf's secondary weapon used to load a variety of Prosthetic Tools,,sekiro
Sixth Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. The Centipedes will seek out a leader, often changing names out of loyalty. Centipedes chiefs are known as 'Long-arms,' for their large talon-like weapons.",,sekiro
Surgeon's Bloody Letter,,sekiro
A worn and bloodstained letter from Dosaku.,,sekiro
Given by Doujun.,,sekiro
Surgeon's Stained Letter,,sekiro
"A tattered, blood-covered note written by Dosaku, the surgeon in the Abandoned Dungeon.",,sekiro
Third Prayer Necklace,,sekiro
"Loose prayer beads strung together in offering to a Sculptor's Idol. The bull was a fiery, rampaging beast and nothing more. In the last great war, the corpses of Ashina samurai piled high. Something had to be done.",,sekiro
Three-story Pagoda Memo,,sekiro
Memo describing the three-story pagoda.,,sekiro
Depicts where to find the Mist Raven Tool in Hirata Estate.,,sekiro
Treasure Carp Scale,,sekiro
A sparkling scale from a Treasure Carp,,sekiro
